Prompt: Summarize the business model from the following text. Answer with a continuous text and with fivehundredtwelve tokens at max. Set your focus on sources of revenue , the intended customer base , products , distribution channels  and details of financing . Use only information from the following text

ITEM 1.            BUSINESS

We are a diversified television broadcasting company with national reach and a strong focus on using our spectrum to bring together content providers, advertisers, and consumers on various platforms.  The content, distributed through our broadcast platform, consists of programming provided by third-party networks and syndicators, local news, our own networks, and other original programming produced by us.  We also distribute our original programming, and owned and operated networks, on other third-party platforms.  Additionally, we own digital and internet media products that are complementary to our extensive portfolio of television station related digital properties. We focus on offering marketing solutions to advertisers through our television and digital platforms and digital agency services. Outside of our media related businesses, we operate technical services companies focused on supply and maintenance of broadcast transmission systems as well as research and development for the advancement of broadcast technology, and we manage other non-media related investments.
Broadcast
As of December 31, 2018, our broadcast distribution platform consists primarily of our broadcast television stations. We own, provide programming and operating services pursuant to local marketing agreements (LMAs), or provide sales services and other non-programming operating services pursuant to other outsourcing agreements (such as JSAs and SSAs) to 191 stations in 89 markets. These stations broadcast 605 channels, including 240 channels affiliated with primary networks or program service providers comprised of:  FOX (59), ABC (41), CBS (30), NBC (24), CW (47), and MyNetworkTV (MNT) (39).  The other 365 channels broadcast programming from Antenna TV, Azteca, Bounce Network, CHARGE!, Comet, Estrella TV, Get TV, Grit, Me TV, Movies!, Nevada Sports Network, Stadium, TBD, Telemundo, This TV, Unimas, Univision, Weather, and two channels broadcasting independent programming.  For the purpose of this report, these 191 stations and 605 channels are referred to as “our” stations and channels.  Refer to our Television Markets and Stations table later in this Item 1. for more information.
Our broadcast segment provides free over-the-air programming to television viewing audiences in the communities we serve through our local television stations.  The programming that we provide on our primary channels consists of network provided programs, locally-produced news, local sporting events, programming from program service arrangements, syndicated entertainment programs, and internally originated programming provided by our other media subsidiaries. We provide live, local sporting events on many of our stations by acquiring the local television broadcast rights for these events.  
We are the nation's largest producer of local news. We produce approximately 2,500 hours of news per week at 126 stations in 85 markets. During 2018, our stations were awarded with 338 journalism awards, including two National Edward R. Murrow awards.

Our broadcast segment derives revenue primarily from the sale of advertising inventory on our television stations and fees received from MVPDs for the right to distribute our channels on their distribution platforms.  We also earn revenues by providing digital content to non-linear devices via websites, mobile, and social media advertisements. Our objective is to meet the needs of our advertising customers by delivering significant audiences in key demographics.  Our strategy is to achieve this objective by providing quality local news programming, popular network, syndicated and live sports programs, and other original content to our viewing audience.  We attract most of our national television advertisers through national marketing representation firms which have offices in New York City, Los Angeles, Chicago, and Atlanta.  Our local television advertisers are attracted through the use of a local sales force at each of our television stations, which is comprised of approximately 700 marketing consultants and 100 local sales managers company-wide.
Our operating results are subject to cyclical fluctuations from political advertising.  Political spending has been significantly higher in the even-number years due to the cyclicality of political elections.  In addition, every four years, political spending is typically elevated further due to the advertising related to the presidential election.  Because of the political election cyclicality, there has been a significant difference in our operating results when comparing even-numbered years’ performance to the odd numbered years’ performance.  Additionally, our operating results are impacted by the number and importance of individual political races and issues discussed on a national level as well as those within the local communities we serve.  We believe political advertising will continue to be a strong advertising category in our industry. Political advertising levels may increase further as political-activism, around social, political, economic and environmental causes, continues to draw attention and Political Action Committees (PACs), including so-called Super PACs, continue to increase spending.
Owned Networks and Content
We own and operate various networks carried on distribution platforms owned by us or others including: Comet, our science fiction multicast network; CHARGE!, our adventure and action-based emerging network, which launched in February 2017; and TBD, the first multiscreen TV network in the U.S. market to bring premium internet-first content to TV homes across America, which launched in February 2017. 
We also own and operate Tennis Channel, a cable network which includes coverage of many of tennis' top tournaments and original professional sport and tennis lifestyle shows, and Tennis Magazine, the sport’s largest print publication, and Tennis.com (collectively, Tennis), the most visited online tennis platform in the world.
In February 2019, we announced a joint venture with the Chicago Cubs (Cubs) that will own and operate Marquee Sports Network, a regional sports network based in Chicago, Illinois. Marquee will be the Chicago-region’s exclusive network for fans to view live Cubs games beginning with the 2020 Major League Baseball season and will also feature exclusive Cubs content and other local sports programming. 
Our internally developed content, in addition to our local news, includes Ring of Honor (ROH), our professional wrestling promotion, and Full Measure with Sharyl Attkisson (Full Measure), our national Sunday morning investigative and political analysis program.
Also, we have an investment in Stadium, a network that brings together professional sports highlights and college games. 
Digital and Internet
 We earn revenues from Compulse Integrated Marketing (Compulse), a full service digital agency which uses our digital expertise to help businesses run social media, search, advertising, email marketing, web design, mobile marketing and creative services, and audience extension, and navigate and compete in a world of constant innovation and changes in consumer behavior. In August 2018, Compulse expanded its business with the launch of CompulseOTT, a new over-the-top advertising platform exclusively focused on OTT advertising.
DataSphere Technologies, acquired in June 2017, provides marketing services to small businesses across the country and works in partnership with multiple media companies, including Sinclair. 
 Our digital and internet content includes Circa, a national digital news operation offering video-rich news and entertainment tailored for mobile devices and aimed at the younger demographic; NewsON, a free, ad-supported app that provides instant access to live or on-demand local news broadcasts; and STIRR, a new national OTT streaming service which offers live and on-demand content spanning entertainment, sports, and news which launched in January 2019.
Sinclair Digital Ventures focuses on investment in emerging digital technologies, ad tech, and digital content companies that support, compliment, or expand the Company's businesses. 
Technical Services
We own subsidiaries which are dedicated to providing technical services to the broadcast industry, including: Acrodyne Technical Services, a provider of service and support for broadcast transmitters throughout the world; Dielectric, a designer and manufacturer of broadcast systems including all components from transmitter output to antenna; ONE Media, a technology innovator at the forefront of developing industry standards and related technologies for ATSC 3.0, a next generation (NextGen) broadcast standard encompassing a flexible and enhanced vision for broadcasting; and ONE Media 3.0, a wholly-owned subsidiary whose purpose is to develop business opportunities, products, and services associated with the NextGen broadcast transmission standard and TV platform. 
Non-media Investments
We own various non-media related investments across multiple asset classes including private equity, mezzanine financing, and real estate investments. Some of the largest investments include: Triangle Sign and Service (Triangle), a sign designer and fabricator; Jefferson Park, a mixed-use land development project in Frederick, MD; investments in sustainability initiatives; and a portfolio of apartment complexes.
Corporate Information
We are a Maryland corporation formed in 1986.  Our principal offices are located at 10706 Beaver Dam Road, Hunt Valley, Maryland 21030.  Our telephone number is (410) 568-1500 and our website address is www.sbgi.net.  The information contained on, or accessible through, our website is not part of this annual report on Form 10-K and is not incorporated herein by reference.
Television Markets and Stations

As of December 31, 2018, we own and operate or provide programming and/or sales and other shared services to television stations in the following 89 markets:
 
Market | Market Rank (a) | Number of Channels | Stations | NetworkAffiliation (b)
Congress authorized the FCC to conduct so-called “incentive auctions” to auction and re-purpose broadcast television spectrum for mobile broadband use. In the repacking process associated with the auction, the FCC reassigned some stations to new post-auction channels. Full-power and Class A stations are expected to complete the transition to their post-auction channels in one of ten phases between November 30, 2018 and July 3, 2020. The legislation authorizing the incentive auction provides the FCC with a $1.75 billion fund to reimburse reasonable costs incurred by stations that are reassigned to new channels in the repack. Congress allocated an additional $1 billion to the reimbursement fund in the FCC Reauthorization Act of 2018. See Broadcast Incentive Auction under Note 2. Acquisitions and Dispositions of Assets within the Consolidated Financial Statements for further discussion of our participation, results, and post-auction process. 
On December 13, 2018, the FCC released a Notice of Proposed Rulemaking to initiate the 2018 Quadrennial Regulatory Review of the FCC’s broadcast ownership rules, pursuant to the statutory requirement that the FCC review its media ownership rules every four years to determine whether they remain “necessary in the public interest as the result of competition.” The NPRM generally seeks comment on whether the Local Radio Ownership Rule, the Local Television Ownership Rule, and the Dual Network Rule should be retained, modified, or eliminated. With respect to the Local Television Ownership Rule specifically, among other things, the NPRM seeks comment on possible modifications to the rule’s operation, including the relevant product market, the numerical limit, the top-four prohibition; and the implications of multicasting, satellite stations, low power stations and the next generation standard. In addition, the NPRM examines further several diversity related proposals raised in the last quadrennial review proceeding. The public comment period will begin 60 days after publication of the NPRM in the Federal Register, which publication has not yet occurred. 
Other Considerations
The preceding summary is not a complete discussion of all provisions of the Communications Act or other congressional acts or of the regulations and policies of the FCC, or in some cases, the DOJ.  For further information, reference should be made to the Communications Act, other congressional acts and regulations, and public notices circulated from time to time by the FCC, or in some cases, the DOJ.  There are additional regulations and policies of the FCC and other federal agencies that govern political broadcasts, advertising, equal employment opportunity, and other matters affecting our business and operations.
ENVIRONMENTAL REGULATION

Prior to our ownership or operation of our facilities, substances or waste that are, or might be considered, hazardous under applicable environmental laws may have been generated, used, stored, or disposed of at certain of those facilities.  In addition, environmental conditions relating to the soil and groundwater at or under our facilities may be affected by the proximity of nearby properties that have generated, used, stored, or disposed of hazardous substances.  As a result, it is possible that we could become subject to environmental liabilities in the future in connection with these facilities under applicable environmental laws and regulations.  Although we believe that we are in substantial compliance with such environmental requirements and have not in the past been required to incur significant costs in connection therewith, there can be no assurance that our costs to comply with such requirements will not increase in the future or that we will not become subject to new governmental regulations, including those pertaining to potential climate change legislation, that may impose additional restrictions or costs on us.  We presently believe that none of our properties have any condition that is likely to have a material adverse effect on our consolidated balance sheets, consolidated statements of operations, or consolidated statements of cash flows.
COMPETITION

Our television stations compete for audience share and advertising revenue with other television stations in their respective DMAs, as well as with other advertising media such as MVPDs, OTT, cable networks, radio, newspapers, magazines, outdoor advertising, transit advertising, telecommunications providers, direct mail, internet, and other digital media.  Some competitors are part of larger organizations with substantially greater financial, technical, and other resources than we have.  Other factors that are material to a television station’s competitive position include signal coverage, local program acceptance, network affiliation or program service, audience characteristics, and assigned broadcast frequency.

Competition in the television broadcasting industry occurs primarily in individual DMAs.  Generally, a television broadcasting station in one DMA does not compete with stations in other DMAs.  Our television stations are located in highly competitive DMAs.  MVPDs can increase competition for a broadcast television station by bringing into its market additional cable network channels.  These narrow cable network channels are typically low rated, and, as a result, advertisements are inexpensive to the local advertisers.  MVPDs may also connect two or more cable systems together, also called an interconnect, which gives advertisers the option to reach more households in a market with a single buy. In addition, certain of our DMAs are overlapped by over-the-air stations from adjacent DMAs and MVPDs of stations from other DMAs, which tends to spread viewership and advertising expenditures over a larger number of television stations. In addition, there is increased competition with OTT and other digital offerings that air video advertisements and sell programmatically to agencies and advertisers.

Television stations compete for audience share primarily on the basis of program popularity, which has a direct effect on advertising rates.  Our network affiliated stations are largely dependent upon the performance of network provided programs in order to attract viewers.  Non-network time periods are programmed by the station primarily with syndicated programs purchased for cash, cash and barter, or barter-only, as well as through self-produced news, public affairs programs, live local sporting events, paid-programming, and other entertainment programming.

Television advertising rates are based upon factors which include the size of the DMA in which the station operates; a program’s popularity among the viewers that an advertiser wishes to attract; the number of advertisers competing for the available time; the demographic makeup of the DMA served by the station; the availability of alternative advertising media in the DMA; the aggressiveness and knowledge of the sales forces in the DMA to call on and understand their client’s need; and development of projects, features, and programs that tie advertiser messages to programming.  We believe that our sales and programming strategies allow us to compete effectively for advertising revenues within our DMAs.

The television broadcasting industry is continuously faced with technical changes and innovations, competing entertainment and communications media, changes in labor conditions, and governmental restrictions or actions of federal regulatory bodies, including the FCC, any of which could possibly have a material effect on a television station’s operations and profits. 

Moreover, technology advances and regulatory changes affecting programming delivery through fiber optic lines, video compression, and new wireless uses could lower entry barriers for new video channels and encourage the further development of increasingly specialized “niche” programming.  Telephone companies are permitted to provide video distribution services, on a common carrier basis, as “cable systems” or as “open video systems,” each pursuant to different regulatory schemes.  Additionally, over-the-top (OTT) services allow consumers to consume programming on-demand through access to the internet and without a subscription with an MVPD. We continue to compete with the OTT services for viewership.
DTV technology allows us to provide viewers multiple channels of digital television over each of our existing standard digital channels, to provide certain programming in HD television format and to deliver other channels of information in the forms of data and programming to the internet, PCs, smart phones, tablet computers, and mobile and streaming devices.  These additional capabilities may provide us with additional sources of revenue, as well as additional competition.
We also compete for programming which involves negotiating with national program distributors or syndicators that sell first-run and rerun packages of programming.  Our stations compete for access to those programs against in-market broadcast station competitors for syndicated products and with national cable networks.  Public broadcasting stations generally compete with commercial broadcasters for viewers, but not for advertising dollars.

We believe we compete favorably against other television stations because of our management skill and experience, our ability historically to generate revenue share greater than our audience share, our network affiliations and program service arrangements, and our local program acceptance.  In addition, we believe that we benefit from the operation of multiple broadcast properties, affording us certain non-quantifiable economies of scale and competitive advantages in the purchase of programming.
EMPLOYEES

As of December 31, 2018, we had approximately 9,000 employees. Approximately 800 employees are represented by labor unions under certain collective bargaining agreements. We have not experienced any significant labor problems and consider our overall labor relations to be good.
AVAILABLE INFORMATION

We regularly use our website as a source of company information and it can be accessed at www.sbgi.net. We make available, free of charge through our website, our annual report on Form 10-K, quarterly reports on Form 10-Q, current reports on Form 8-K, and amendments to those reports filed or furnished pursuant to Section 13(a) or 15(d) of the Exchange Act as soon as reasonably practicable after such documents are electronically submitted to the SEC, who also makes these reports available at http://www.sec.gov.  In addition, a replay of each of our quarterly earnings conference calls is available on our website until the subsequent quarter’s earnings call.  The information contained on, or otherwise accessible through, our website is not a part of this Annual Report on Form 10-K and is not incorporated herein by reference.
